MONTH,DAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_TIME,ARRIVAL_DELAY,IS_DELAYED,MONTH_SCALED,DAY_SCALED,DAY_OF_WEEK_SCALED,SCHEDULED_DEPARTURE_SCALED,DEPARTURE_DELAY_SCALED,DISTANCE_SCALED,SCHEDULED_TIME_SCALED
1,1,4,1010,28.0,1489,203,32.0,1,0.0,-1.2807,-1.2807,-0.586,0.3062,1.0207,0.735
1,1,4,1010,-13.0,2404,340,-12.0,0,0.0,-1.2807,-1.2807,-0.586,-0.701,2.5008,2.5087
1,1,4,1010,-1.0,1693,240,-30.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4062,1.3507,1.214
1,1,4,1010,-15.0,1056,170,-19.0,0,0.0,-1.2807,-1.2807,-0.586,-0.7501,0.3203,0.3078
1,1,4,1010,-10.0,558,101,-5.0,0,0.0,-1.2807,-1.2807,-0.586,-0.6273,-0.4853,-0.5856
1,1,4,1010,0.0,590,110,-1.0,0,0.0,-1.2807,-1.2807,-0.586,-0.3816,-0.4335,-0.4691
1,1,4,1010,0.0,1020,200,-5.0,0,0.0,-1.2807,-1.2807,-0.586,-0.3816,0.262,0.6962
1,1,4,1010,12.0,539,95,33.0,1,0.0,-1.2807,-1.2807,-0.586,-0.0869,-0.516,-0.6633
1,1,4,1010,0.0,140,45,16.0,1,0.0,-1.2807,-1.2807,-0.586,-0.3816,-1.1614,-1.3106
1,1,4,1010,-2.0,473,93,-11.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4308,-0.6228,-0.6892
1,1,4,1010,3.0,288,82,-20.0,0,0.0,-1.2807,-1.2807,-0.586,-0.3079,-0.922,-0.8316
1,1,4,1010,-2.0,296,78,-9.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4308,-0.9091,-0.8834
1,1,4,1010,-7.0,84,48,-13.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5536,-1.252,-1.2718
1,1,4,1010,-2.0,888,140,-5.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4308,0.0485,-0.0807
1,1,4,1010,-4.0,1069,148,-8.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4799,0.3413,0.0229
1,1,4,1010,-8.0,604,109,-14.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5782,-0.4109,-0.482
1,1,4,1010,-8.0,215,85,-12.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5782,-1.0401,-0.7927
1,1,4,1010,-5.0,461,95,-1.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5045,-0.6422,-0.6633
1,1,4,1010,-3.0,89,45,-1.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4553,-1.2439,-1.3106
1,1,4,1010,-15.0,575,110,-18.0,0,0.0,-1.2807,-1.2807,-0.586,-0.7501,-0.4578,-0.4691
1,1,4,1010,-5.0,1304,227,-2.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5045,0.7214,1.0457
1,1,4,1010,76.0,190,75,76.0,1,0.0,-1.2807,-1.2807,-0.586,1.4853,-1.0806,-0.9222
1,1,4,1010,70.0,1083,152,65.0,1,0.0,-1.2807,-1.2807,-0.586,1.3379,0.3639,0.0747
1,1,4,1010,-8.0,77,44,-6.0,0,0.0,-1.2807,-1.2807,-0.586,-0.5782,-1.2633,-1.3236
1,1,4,1010,-4.0,451,91,-14.0,0,0.0,-1.2807,-1.2807,-0.586,-0.4799,-0.6584,-0.7151
1,1,4,1011,7.0,212,75,3.0,0,0.0,-1.2807,-1.2807,-0.584,-0.2097,-1.045,-0.9222
1,1,4,1011,-6.0,100,38,-3.0,0,0.0,-1.2807,-1.2807,-0.584,-0.529,-1.2261,-1.4013
1,1,4,1012,-14.0,239,65,-19.0,0,0.0,-1.2807,-1.2807,-0.582,-0.7255,-1.0013,-1.0517
1,1,4,1012,-11.0,851,144,-10.0,0,0.0,-1.2807,-1.2807,-0.582,-0.6518,-0.0113,-0.0289
1,1,4,1013,-10.0,474,113,-18.0,0,0.0,-1.2807,-1.2807,-0.5799,-0.6273,-0.6212,-0.4302
1,1,4,1013,-1.0,820,153,-4.0,0,0.0,-1.2807,-1.2807,-0.5799,-0.4062,-0.0615,0.0877
1,1,4,1013,0.0,372,93,-15.0,0,0.0,-1.2807,-1.2807,-0.5799,-0.3816,-0.7862,-0.6892
1,1,4,1014,-1.0,503,111,-8.0,0,0.0,-1.2807,-1.2807,-0.5779,-0.4062,-0.5743,-0.4561
1,1,4,1014,31.0,1428,234,2.0,0,0.0,-1.2807,-1.2807,-0.5779,0.3799,0.922,1.1364
1,1,4,1015,-4.0,4243,554,-3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,5.4755,5.2794
1,1,4,1015,-7.0,912,142,0.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5536,0.0873,-0.0548
1,1,4,1015,0.0,861,142,-6.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,0.0048,-0.0548
1,1,4,1015,2.0,925,156,-6.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3325,0.1084,0.1265
1,1,4,1015,10.0,888,146,-4.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.136,0.0485,-0.003
1,1,4,1015,-3.0,2342,285,-1.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4553,2.4005,1.7967
1,1,4,1015,25.0,669,125,15.0,1,0.0,-1.2807,-1.2807,-0.5759,0.2325,-0.3057,-0.2749
1,1,4,1015,-4.0,283,80,-15.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-0.9301,-0.8575
1,1,4,1015,-7.0,577,120,-19.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5536,-0.4546,-0.3396
1,1,4,1015,-8.0,406,95,-8.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5782,-0.7312,-0.6633
1,1,4,1015,-6.0,409,95,-8.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.529,-0.7263,-0.6633
1,1,4,1015,-2.0,377,80,-5.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,-0.7781,-0.8575
1,1,4,1015,11.0,1246,205,13.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.1114,0.6276,0.7609
1,1,4,1015,-4.0,1014,145,-10.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,0.2523,-0.0159
1,1,4,1015,-3.0,1754,230,-33.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4553,1.4493,1.0846
1,1,4,1015,12.0,1546,205,15.0,1,0.0,-1.2807,-1.2807,-0.5759,-0.0869,1.1129,0.7609
1,1,4,1015,-2.0,819,135,-14.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,-0.0631,-0.1454
1,1,4,1015,0.0,770,115,-3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-0.1424,-0.4043
1,1,4,1015,-2.0,255,65,5.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,-0.9754,-1.0517
1,1,4,1015,-4.0,283,65,-13.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-0.9301,-1.0517
1,1,4,1015,-5.0,842,120,-12.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5045,-0.0259,-0.3396
1,1,4,1015,1.0,1756,275,-9.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3571,1.4526,1.6672
1,1,4,1015,0.0,1300,170,10.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,0.715,0.3078
1,1,4,1015,-5.0,345,70,7.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5045,-0.8298,-0.9869
1,1,4,1015,6.0,546,105,7.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2342,-0.5047,-0.5338
1,1,4,1015,13.0,687,130,8.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.0623,-0.2766,-0.2101
1,1,4,1015,-5.0,462,95,-7.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5045,-0.6406,-0.6633
1,1,4,1015,-5.0,351,75,-3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5045,-0.8201,-0.9222
1,1,4,1015,-2.0,842,135,-17.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,-0.0259,-0.1454
1,1,4,1015,7.0,854,138,-1.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2097,-0.0065,-0.1066
1,1,4,1015,-4.0,1337,186,-15.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,0.7748,0.5149
1,1,4,1015,0.0,500,111,-10.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-0.5791,-0.4561
1,1,4,1015,42.0,2248,300,19.0,1,0.0,-1.2807,-1.2807,-0.5759,0.6501,2.2484,1.9909
1,1,4,1015,2.0,1709,224,7.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3325,1.3765,1.0069
1,1,4,1015,-8.0,2475,330,-40.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5782,2.6156,2.3793
1,1,4,1015,-2.0,1438,205,2.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,0.9382,0.7609
1,1,4,1015,54.0,1205,195,51.0,1,0.0,-1.2807,-1.2807,-0.5759,0.9449,0.5613,0.6314
1,1,4,1015,-4.0,192,71,-12.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-1.0773,-0.974
1,1,4,1015,-6.0,2149,274,0.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.529,2.0883,1.6542
1,1,4,1015,5.0,2676,382,7.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2588,2.9407,3.0525
1,1,4,1015,-4.0,937,157,-12.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,0.1278,0.1394
1,1,4,1015,-4.0,1189,188,-21.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,0.5354,0.5408
1,1,4,1015,-8.0,818,158,2.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5782,-0.0647,0.1524
1,1,4,1015,-1.0,2248,351,-8.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4062,2.2484,2.6512
1,1,4,1015,-2.0,821,129,0.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,-0.0599,-0.2231
1,1,4,1015,1.0,1312,222,-19.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3571,0.7344,0.981
1,1,4,1015,20.0,606,116,4.0,0,0.0,-1.2807,-1.2807,-0.5759,0.1097,-0.4076,-0.3914
1,1,4,1015,-4.0,270,75,-21.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-0.9512,-0.9222
1,1,4,1015,0.0,214,73,-18.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-1.0417,-0.9481
1,1,4,1015,-2.0,1340,225,-11.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,0.7797,1.0198
1,1,4,1015,6.0,1276,195,-4.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2342,0.6761,0.6314
1,1,4,1015,6.0,383,85,6.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2342,-0.7684,-0.7927
1,1,4,1015,6.0,1154,164,-3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.2342,0.4788,0.2301
1,1,4,1015,-4.0,533,110,-22.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-0.5257,-0.4691
1,1,4,1015,-2.0,912,143,-2.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4308,0.0873,-0.0418
1,1,4,1015,-4.0,986,154,-19.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,0.207,0.1006
1,1,4,1015,-1.0,1075,169,-1.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4062,0.351,0.2948
1,1,4,1015,-3.0,253,61,-6.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4553,-0.9787,-1.1035
1,1,4,1015,0.0,853,134,-2.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-0.0081,-0.1583
1,1,4,1015,-9.0,1024,148,-1.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.6027,0.2685,0.0229
1,1,4,1015,0.0,846,129,3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-0.0194,-0.2231
1,1,4,1015,1.0,2603,360,-5.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3571,2.8227,2.7677
1,1,4,1015,11.0,435,88,24.0,1,0.0,-1.2807,-1.2807,-0.5759,-0.1114,-0.6843,-0.7539
1,1,4,1015,0.0,783,123,-13.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3816,-0.1213,-0.3008
1,1,4,1015,-5.0,641,135,-9.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.5045,-0.351,-0.1454
1,1,4,1015,14.0,408,95,11.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.0377,-0.7279,-0.6633
1,1,4,1015,1.0,315,73,3.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3571,-0.8784,-0.9481
1,1,4,1015,14.0,581,118,-5.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.0377,-0.4481,-0.3655
1,1,4,1015,3.0,193,78,-23.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.3079,-1.0757,-0.8834
1,1,4,1015,-4.0,351,76,-17.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.4799,-0.8201,-0.9093
1,1,4,1015,26.0,589,102,20.0,1,0.0,-1.2807,-1.2807,-0.5759,0.257,-0.4351,-0.5726
1,1,4,1015,-10.0,222,66,-17.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.6273,-1.0288,-1.0387
1,1,4,1015,8.0,1250,195,-5.0,0,0.0,-1.2807,-1.2807,-0.5759,-0.1851,0.6341,0.6314
1,1,4,1016,5.0,1379,224,-2.0,0,0.0,-1.2807,-1.2807,-0.5738,-0.2588,0.8427,1.0069
1,1,4,1016,-3.0,223,69,-12.0,0,0.0,-1.2807,-1.2807,-0.5738,-0.4553,-1.0272,-0.9999
1,1,4,1016,16.0,1217,214,21.0,1,0.0,-1.2807,-1.2807,-0.5738,0.0114,0.5807,0.8774
1,1,4,1016,31.0,862,149,20.0,1,0.0,-1.2807,-1.2807,-0.5738,0.3799,0.0065,0.0359
1,1,4,1016,-9.0,73,46,3.0,0,0.0,-1.2807,-1.2807,-0.5738,-0.6027,-1.2698,-1.2977
1,1,4,1016,-6.0,1081,191,-9.0,0,0.0,-1.2807,-1.2807,-0.5738,-0.529,0.3607,0.5796
1,1,4,1016,25.0,649,110,39.0,1,0.0,-1.2807,-1.2807,-0.5738,0.2325,-0.3381,-0.4691
1,1,4,1017,-3.0,1208,176,-14.0,0,0.0,-1.2807,-1.2807,-0.5718,-0.4553,0.5661,0.3854
1,1,4,1017,-1.0,950,148,11.0,0,0.0,-1.2807,-1.2807,-0.5718,-0.4062,0.1488,0.0229
1,1,4,1017,-4.0,761,115,-14.0,0,0.0,-1.2807,-1.2807,-0.5718,-0.4799,-0.1569,-0.4043
1,1,4,1017,4.0,528,118,28.0,1,0.0,-1.2807,-1.2807,-0.5718,-0.2834,-0.5338,-0.3655
1,1,4,1017,3.0,374,83,-6.0,0,0.0,-1.2807,-1.2807,-0.5718,-0.3079,-0.7829,-0.8186
1,1,4,1017,15.0,67,48,38.0,1,0.0,-1.2807,-1.2807,-0.5718,-0.0132,-1.2795,-1.2718
1,1,4,1018,-2.0,787,124,-3.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.4308,-0.1149,-0.2878
1,1,4,1018,0.0,2583,390,-24.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.3816,2.7903,3.1561
1,1,4,1018,-22.0,310,88,-37.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.9221,-0.8864,-0.7539
1,1,4,1018,5.0,792,126,18.0,1,0.0,-1.2807,-1.2807,-0.5697,-0.2588,-0.1068,-0.2619
1,1,4,1018,-4.0,305,73,6.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.4799,-0.8945,-0.9481
1,1,4,1018,-12.0,455,90,-18.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.6764,-0.6519,-0.728
1,1,4,1018,6.0,524,102,4.0,0,0.0,-1.2807,-1.2807,-0.5697,-0.2342,-0.5403,-0.5726
1,1,4,1019,88.0,1121,200,99.0,1,0.0,-1.2807,-1.2807,-0.5677,1.7801,0.4254,0.6962
1,1,4,1019,-6.0,725,129,-10.0,0,0.0,-1.2807,-1.2807,-0.5677,-0.529,-0.2152,-0.2231
1,1,4,1019,-10.0,588,106,-7.0,0,0.0,-1.2807,-1.2807,-0.5677,-0.6273,-0.4368,-0.5209
1,1,4,1020,4.0,4184,555,-12.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.2834,5.3801,5.2923
1,1,4,1020,-2.0,541,120,-5.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,-0.5128,-0.3396
1,1,4,1020,-6.0,600,113,-8.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.529,-0.4173,-0.4302
1,1,4,1020,-9.0,2075,329,4.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.6027,1.9686,2.3663
1,1,4,1020,-2.0,1496,203,7.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,1.032,0.735
1,1,4,1020,28.0,936,141,12.0,0,0.0,-1.2807,-1.2807,-0.5657,0.3062,0.1262,-0.0677
1,1,4,1020,3.0,874,140,27.0,1,0.0,-1.2807,-1.2807,-0.5657,-0.3079,0.0259,-0.0807
1,1,4,1020,-4.0,942,145,-19.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4799,0.1359,-0.0159
1,1,4,1020,-6.0,616,105,-10.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.529,-0.3915,-0.5338
1,1,4,1020,-2.0,223,60,2.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,-1.0272,-1.1164
1,1,4,1020,-4.0,369,80,0.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4799,-0.791,-0.8575
1,1,4,1020,3.0,580,110,14.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3079,-0.4497,-0.4691
1,1,4,1020,-1.0,1166,195,-6.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4062,0.4982,0.6314
1,1,4,1020,23.0,1733,225,7.0,0,0.0,-1.2807,-1.2807,-0.5657,0.1834,1.4154,1.0198
1,1,4,1020,9.0,365,70,6.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.1606,-0.7975,-0.9869
1,1,4,1020,-10.0,1050,155,-7.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.6273,0.3106,0.1135
1,1,4,1020,1.0,971,145,-2.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3571,0.1828,-0.0159
1,1,4,1020,-2.0,957,145,14.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,0.1601,-0.0159
1,1,4,1020,-3.0,370,80,12.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4553,-0.7894,-0.8575
1,1,4,1020,68.0,258,75,65.0,1,0.0,-1.2807,-1.2807,-0.5657,1.2888,-0.9706,-0.9222
1,1,4,1020,3.0,308,70,7.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3079,-0.8897,-0.9869
1,1,4,1020,0.0,571,95,-15.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3816,-0.4643,-0.6633
1,1,4,1020,-2.0,957,140,-13.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,0.1601,-0.0807
1,1,4,1020,3.0,781,115,1.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3079,-0.1246,-0.4043
1,1,4,1020,-1.0,333,65,0.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4062,-0.8492,-1.0517
1,1,4,1020,5.0,1744,273,-13.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.2588,1.4332,1.6413
1,1,4,1020,11.0,1620,222,-6.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.1114,1.2326,0.981
1,1,4,1020,-5.0,985,175,-9.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.5045,0.2054,0.3725
1,1,4,1020,2.0,1192,160,5.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3325,0.5403,0.1783
1,1,4,1020,31.0,592,110,41.0,1,0.0,-1.2807,-1.2807,-0.5657,0.3799,-0.4303,-0.4691
1,1,4,1020,0.0,1448,223,-3.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3816,0.9544,0.9939
1,1,4,1020,-4.0,671,116,-1.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4799,-0.3025,-0.3914
1,1,4,1020,0.0,2688,380,9.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3816,2.9602,3.0266
1,1,4,1020,-6.0,1345,210,-22.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.529,0.7877,0.8256
1,1,4,1020,5.0,859,160,-3.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.2588,0.0016,0.1783
1,1,4,1020,-6.0,929,135,5.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.529,0.1148,-0.1454
1,1,4,1020,-7.0,612,105,-19.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.5536,-0.3979,-0.5338
1,1,4,1020,-6.0,626,114,-8.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.529,-0.3753,-0.4173
1,1,4,1020,-1.0,332,76,-13.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4062,-0.8509,-0.9093
1,1,4,1020,-5.0,864,143,-21.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.5045,0.0097,-0.0418
1,1,4,1020,-2.0,871,137,-16.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,0.021,-0.1195
1,1,4,1020,-2.0,95,66,-8.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4308,-1.2342,-1.0387
1,1,4,1020,10.0,925,137,3.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.136,0.1084,-0.1195
1,1,4,1020,-7.0,651,115,-6.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.5536,-0.3349,-0.4043
1,1,4,1020,6.0,177,58,23.0,1,0.0,-1.2807,-1.2807,-0.5657,-0.2342,-1.1016,-1.1423
1,1,4,1020,-9.0,89,45,-10.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.6027,-1.2439,-1.3106
1,1,4,1020,1.0,473,83,-3.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.3571,-0.6228,-0.8186
1,1,4,1020,17.0,1017,148,6.0,0,0.0,-1.2807,-1.2807,-0.5657,0.036,0.2572,0.0229
1,1,4,1020,-9.0,1084,167,-1.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.6027,0.3656,0.2689
1,1,4,1020,1.0,590,105,16.0,1,0.0,-1.2807,-1.2807,-0.5657,-0.3571,-0.4335,-0.5338
1,1,4,1020,-3.0,109,50,-9.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.4553,-1.2116,-1.2459
1,1,4,1020,-5.0,120,64,-10.0,0,0.0,-1.2807,-1.2807,-0.5657,-0.5045,-1.1938,-1.0646
1,1,4,1021,-4.0,187,72,-16.0,0,0.0,-1.2807,-1.2807,-0.5636,-0.4799,-1.0854,-0.9611
1,1,4,1021,-4.0,100,38,-6.0,0,0.0,-1.2807,-1.2807,-0.5636,-0.4799,-1.2261,-1.4013
1,1,4,1021,0.0,588,111,-4.0,0,0.0,-1.2807,-1.2807,-0.5636,-0.3816,-0.4368,-0.4561
1,1,4,1022,-1.0,862,158,-13.0,0,0.0,-1.2807,-1.2807,-0.5616,-0.4062,0.0065,0.1524
1,1,4,1022,1.0,429,88,10.0,0,0.0,-1.2807,-1.2807,-0.5616,-0.3571,-0.694,-0.7539
1,1,4,1022,0.0,837,126,-8.0,0,0.0,-1.2807,-1.2807,-0.5616,-0.3816,-0.034,-0.2619
1,1,4,1022,-5.0,595,106,-16.0,0,0.0,-1.2807,-1.2807,-0.5616,-0.5045,-0.4254,-0.5209
1,1,4,1022,-1.0,1042,156,2.0,0,0.0,-1.2807,-1.2807,-0.5616,-0.4062,0.2976,0.1265
1,1,4,1022,19.0,1055,180,6.0,0,0.0,-1.2807,-1.2807,-0.5616,0.0851,0.3186,0.4372
1,1,4,1023,-2.0,657,112,-6.0,0,0.0,-1.2807,-1.2807,-0.5596,-0.4308,-0.3251,-0.4432
1,1,4,1023,-3.0,376,75,-2.0,0,0.0,-1.2807,-1.2807,-0.5596,-0.4553,-0.7797,-0.9222
1,1,4,1024,4.0,1744,248,-23.0,0,0.0,-1.2807,-1.2807,-0.5575,-0.2834,1.4332,1.3176
1,1,4,1025,35.0,67,50,33.0,1,0.0,-1.2807,-1.2807,-0.5555,0.4781,-1.2795,-1.2459
1,1,4,1025,-11.0,74,56,-19.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.6518,-1.2682,-1.1682
1,1,4,1025,-3.0,529,116,-8.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4553,-0.5322,-0.3914
1,1,4,1025,-7.0,507,102,-15.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.5536,-0.5678,-0.5726
1,1,4,1025,4.0,1182,190,-2.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.2834,0.5241,0.5667
1,1,4,1025,0.0,759,130,-3.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.3816,-0.1602,-0.2101
1,1,4,1025,0.0,1500,200,-7.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.3816,1.0385,0.6962
1,1,4,1025,-4.0,397,90,-13.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4799,-0.7457,-0.728
1,1,4,1025,-4.0,725,160,-11.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4799,-0.2152,0.1783
1,1,4,1025,9.0,1788,225,7.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.1606,1.5043,1.0198
1,1,4,1025,-1.0,248,60,-3.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4062,-0.9867,-1.1164
1,1,4,1025,-5.0,882,135,-14.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.5045,0.0388,-0.1454
1,1,4,1025,-7.0,1979,308,16.0,1,0.0,-1.2807,-1.2807,-0.5555,-0.5536,1.8133,2.0944
1,1,4,1025,16.0,1391,200,3.0,0,0.0,-1.2807,-1.2807,-0.5555,0.0114,0.8622,0.6962
1,1,4,1025,-2.0,641,125,-11.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4308,-0.351,-0.2749
1,1,4,1025,-6.0,1182,205,-9.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.529,0.5241,0.7609
1,1,4,1025,22.0,1055,180,13.0,0,0.0,-1.2807,-1.2807,-0.5555,0.1588,0.3186,0.4372
1,1,4,1025,-6.0,1399,194,-18.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.529,0.8751,0.6185
1,1,4,1025,-11.0,95,48,0.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.6518,-1.2342,-1.2718
1,1,4,1025,-8.0,956,158,-20.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.5782,0.1585,0.1524
1,1,4,1025,-7.0,1739,240,-16.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.5536,1.4251,1.214
1,1,4,1025,-6.0,369,77,-7.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.529,-0.791,-0.8963
1,1,4,1025,-3.0,432,101,-20.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4553,-0.6891,-0.5856
1,1,4,1025,-2.0,692,138,-21.0,0,0.0,-1.2807,-1.2807,-0.5555,-0.4308,-0.2685,-0.1066
